Alcohol,Alcohol_12months,Alcohol_ever,Marijuana,Marijuana_30days,Marijuana_12months,Marijuana_ever,Heroin,Heroin_30days,Heroin_12months,Heroin_ever,Cocaine,Cocaine_30days,Cocaine_12months,Cocaine_ever,Age,Sex,Race,State,time_of_use,drug_type,num_drugs,Age_group
1,0,1,1,1,1,1,0,0,0,2,2,2,2,1,27,Male, White (NH),MI,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,45,Female, 2+ Races (NH),MN,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,29,Male, White (NH),TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,2,1,2,1,0,0,0,2,2,2,2,1,46,Female, White (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,1,1,2,2,0,1,0,0,0,2,2,1,0,1,54,Female, 2+ Races (NH),MD,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,57,Female, White (NH),CA,More than a year ago,"('Alcohol',)",Alcohol,55-64
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,32,Female, White (NH),AZ,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,68,Male, White (NH),IA,More than a year ago,"('Alcohol',)",Alcohol,64+
1,2,1,0,2,1,1,0,0,0,2,0,0,0,2,34,Male, Hispanic,KS,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,39,Male, Hispanic,TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,0,1,1,1,0,1,0,0,0,2,2,2,0,1,42,Male, Hispanic,TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,49,Male, Black (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,71,Male, White (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,64+
1,2,1,0,1,1,1,0,2,2,1,0,2,2,1,35,Male, White (NH),WI,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,48,Male, Black (NH),TX,More than a year ago,"('Marijuana',)",Marijuana,45-54
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,29,Male, Black (NH),AL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,46,Male, Black (NH),GA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,61,Male, 2+ Races (NH),MO,More than a year ago,"('Alcohol',)",Alcohol,55-64
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,34,Female, White (NH),CA,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,38,Female, 2+ Races (NH),NJ,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,1,1,1,1,0,1,0,0,0,2,1,1,0,1,31,Male, 2+ Races (NH),NC,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,19,Male, Black (NH),NC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
2,0,1,1,1,2,1,0,0,0,2,2,2,2,1,24,Female, White (NH),PA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,0,2,1,1,0,0,0,2,0,0,0,2,51,Female, Black (NH),NC,Past 12 months,"('Marijuana',)",Marijuana,45-54
1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,29,Male, White (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,0,0,2,0,0,0,2,2,1,0,1,57,Female, 2+ Races (NH),NC,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,31,Male, White (NH),SD,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,0,1,0,2,2,1,0,2,2,1,0,1,1,1,39,Male, White (NH),FL,Past 30 days,"('Cocaine',)",Cocaine,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,29,Male, Black (NH),VA,Never used,(),No use,25-34
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,43,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,35-44
1,1,1,1,1,1,1,0,0,0,2,2,2,1,1,36,Male, Black (NH),LA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,1,1,1,1,2,2,2,1,2,2,2,1,34,Female, White (NH),IN,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,22,Female, White (NH),IL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,18-24
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,28,Male, White (NH),WV,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,29,Male, Black (NH),SC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,54,Male, 2+ Races (NH),MI,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,0,2,2,1,0,2,2,1,0,2,2,1,34,Female, White (NH),LA,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,19,Male, Black (NH),NC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,2,1,1,1,0,1,0,0,0,2,0,0,0,2,35,Female, Black (NH),IL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,1,1,1,1,0,0,0,2,2,2,1,1,29,Male, Hispanic,FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,1,1,0,1,1,1,0,0,0,2,0,1,1,1,39,Female, White (NH),SC,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,53,Male, White (NH),FL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,62,Male, Black (NH),CA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),OH,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,23,Female, 2+ Races (NH),SD,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,18-24
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,26,Male, Hispanic,CA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,27,Female, White (NH),AZ,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,27,Male, Hispanic,NY,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,42,Male, Hispanic,NM,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,31,Female, White (NH),MS,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,29,Male, Hispanic,PA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,0,2,1,1,0,0,0,2,0,0,0,2,50,Female, White (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,52,Female, American Indian/Alaska Native (NH),WI,Past 30 days,"('Marijuana',)",Marijuana,45-54
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,44,Male, Hispanic,-1,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,0,1,1,1,0,1,0,0,0,2,2,1,0,1,49,Male, 2+ Races (NH),KY,Time of Arrest,"('Marijuana',)",Marijuana,45-54
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),GA,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,52,Male, White (NH),MS,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,25,Female, 2+ Races (NH),IN,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,64,Female, White (NH),OH,Past 12 months,"('Alcohol',)",Alcohol,55-64
1,0,1,1,1,0,1,0,0,0,2,1,1,0,1,41,Male, Black (NH),MO,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,47,Male, Hispanic,TX,More than a year ago,"('Marijuana',)",Marijuana,45-54
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,51,Female, White (NH),TX,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Male, White (NH),  ,Never used,(),No use,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,64,Male, Black (NH),WV,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,32,Male, White (NH),IN,Past 12 months,"('Alcohol',)",Alcohol,25-34
2,0,1,0,0,0,2,0,0,0,2,2,2,2,1,20,Female, White (NH),MS,More than a year ago,"('Cocaine', 'Alcohol')",More than one drugs,18-24
2,1,1,0,1,1,1,0,0,0,2,0,2,2,1,31,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),RI,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,47,Male, Black (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,21,Male, White (NH),MO,Time of Arrest,"('Marijuana',)",Marijuana,18-24
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,36,Female, Hispanic,CA,Never used,(),No use,35-44
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,25,Male, 2+ Races (NH),MD,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,26,Female, Black (NH),MD,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,25-34
2,2,1,0,2,0,1,0,0,0,2,0,0,0,2,45,Female, White (NH),SC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,44,Female, 2+ Races (NH),OR,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,21,Male, Hispanic,TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,18-24
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,52,Female, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,55,Male, White (NH),NY,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,1,1,0,0,0,2,0,0,0,2,0,1,2,1,34,Male, Hispanic,AZ,Past 30 days,"('Cocaine',)",Cocaine,25-34
1,1,1,1,1,0,1,2,2,0,1,1,1,0,1,30,Male, Black (NH),GA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,46,Female, White (NH),WI,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,2,1,0,2,2,1,0,0,0,2,0,2,1,1,43,Male, Hispanic,OR,Past 12 months,"('Cocaine',)",Cocaine,35-44
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,37,Male, White (NH),MO,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,34,Male, Hispanic,MD,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,2,1,2,2,2,1,0,0,0,2,1,1,2,1,37,Male, Hispanic,IN,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,41,Female, Black (NH),VA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,33,Female, White (NH),OH,More than a year ago,"('Alcohol',)",Alcohol,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,53,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),AK,Never used,(),No use,45-54
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,52,Female, Black (NH),WA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,64,Male, White (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,0,1,2,2,1,1,0,0,0,2,2,2,2,1,34,Male, White (NH),MO,Past 12 months,"('Marijuana',)",Marijuana,25-34
1,0,1,2,1,0,1,2,1,0,1,1,1,0,1,36,Male, 2+ Races (NH),FL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,2,2,2,1,1,1,1,1,2,2,2,1,51,Female, White (NH),PA,Time of Arrest,"('Heroin',)",Heroin,45-54
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,30,Male, Hispanic,PA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,28,Male, Hispanic,PA,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,1,1,0,0,0,2,0,0,0,2,0,2,2,1,39,Male, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,2,2,2,1,1,1,1,1,2,2,2,1,39,Male, White (NH),IN,Time of Arrest,"('Heroin',)",Heroin,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),LA,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,0,1,0,1,1,1,0,0,0,2,0,2,2,1,23,Male, American Indian/Alaska Native (NH),AZ,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,0,1,2,2,1,1,1,1,1,1,2,2,1,1,29,Female, White (NH),DE,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,2,2,2,1,0,0,0,2,1,1,1,1,42,Female, Black (NH),IL,Time of Arrest,"('Cocaine',)",Cocaine,35-44
2,2,1,0,2,1,1,0,0,0,2,0,0,0,2,29,Male, 2+ Races (NH),FL,Past 12 months,"('Marijuana',)",Marijuana,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,59,Male, 2+ Races (NH),LA,Never used,(),No use,55-64
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,59,Male, White (NH),CA,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,33,Male, Black (NH),FL,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,42,Male, Black (NH),NC,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,0,1,2,2,0,1,2,2,0,1,26,Female, 2+ Races (NH),OK,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,2,1,1,1,2,1,0,0,0,2,2,2,2,1,27,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,2,2,0,1,0,0,0,2,1,1,0,1,35,Male, White (NH),SC,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,22,Male, American Indian/Alaska Native (NH),OK,Never used,(),No use,18-24
1,0,1,2,1,1,1,0,0,0,2,2,2,2,1,44,Male, 2+ Races (NH),CA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,29,Female, White (NH),CT,Time of Arrest,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,25-34
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,33,Female, Hispanic,NM,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,1,2,1,0,2,2,1,61,Male, White (NH),AZ,Past 30 days,"('Heroin',)",Heroin,55-64
2,0,1,2,2,2,1,1,1,2,1,2,2,2,1,28,Female, 2+ Races (NH),WI,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,1,1,2,1,0,0,0,2,2,2,2,1,40,Male, White (NH),FL,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,2,1,2,1,1,1,0,0,0,2,2,2,2,1,30,Male, Hispanic,TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,1,1,0,1,1,1,0,2,1,1,29,Male, White (NH),WI,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,43,Male, Hispanic,TX,Time of Arrest,"('Heroin',)",Heroin,35-44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Male, 2+ Races (NH),  ,Never used,(),No use,45-54
0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,38,Male, Black (NH),AL,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,2,1,2,1,0,1,0,0,0,2,1,1,0,1,62,Male, Black (NH),GA,Time of Arrest,"('Cocaine',)",Cocaine,55-64
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,31,Female, White (NH),IA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,1,0,1,33,Male, Hispanic,NY,Past 30 days,"('Cocaine',)",Cocaine,25-34
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,42,Female, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,2,1,2,2,2,1,0,0,0,2,2,1,2,1,54,Male, Black (NH),GA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,1,1,1,0,0,0,2,0,2,1,1,27,Female, 2+ Races (NH),MS,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,2,1,2,2,1,1,0,0,0,2,2,2,2,1,28,Male, White (NH),WA,Past 12 months,"('Marijuana',)",Marijuana,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,23,Male, Hispanic,CA,More than a year ago,"('Alcohol',)",Alcohol,18-24
2,2,1,0,1,0,1,0,0,0,2,0,0,0,2,27,Male, Hispanic,-2,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),NC,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,2,1,1,1,1,1,0,0,0,2,54,Female, White (NH),HI,Time of Arrest,"('Heroin',)",Heroin,45-54
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),NC,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,1,1,0,2,1,1,0,0,0,2,0,1,1,1,28,Female, White (NH),KY,Past 30 days,"('Cocaine',)",Cocaine,25-34
1,1,1,0,0,0,2,2,2,2,1,2,2,2,1,44,Female, White (NH),UT,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,68,Male, Hispanic,CA,Time of Arrest,"('Alcohol',)",Alcohol,64+
2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,56,Male, Black (NH),NY,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,55-64
2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,34,Female, White (NH),WI,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,25-34
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,26,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,67,Male, Black (NH),AL,More than a year ago,"('Alcohol',)",Alcohol,64+
1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,42,Male, 2+ Races (NH),GA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,53,Male, White (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,22,Male, White (NH),OR,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),MS,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,43,Male, 2+ Races (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,1,1,0,0,0,2,0,2,2,1,54,Female, Black (NH),MO,Past 12 months,"('Marijuana',)",Marijuana,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,35,Male, Black (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),MO,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,0,2,2,1,0,0,0,2,0,2,2,1,49,Male, White (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,0,1,0,0,0,2,1,1,0,1,30,Female, 2+ Races (NH),SD,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,0,0,0,2,2,1,2,1,29,Female, Hispanic,TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,0,1,1,1,0,2,2,1,0,2,2,1,56,Male, Black (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,52,Male, White (NH),MI,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,1,1,0,1,0,0,0,2,1,1,0,1,24,Female, Black (NH),OH,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,18-24
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,56,Male, White (NH),CT,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,0,1,2,2,1,1,0,0,0,2,0,0,0,2,38,Female, White (NH),AL,Past 12 months,"('Marijuana',)",Marijuana,35-44
0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,37,Male, Black (NH),TN,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,1,1,1,1,1,1,0,0,0,2,1,1,1,1,27,Male, 2+ Races (NH),PA,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,27,Female, White (NH),WI,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,0,1,2,2,0,1,2,2,0,1,2,2,0,1,43,Female, White (NH),UT,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,33,Male, Black (NH),CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,2,1,0,0,0,2,0,1,2,1,38,Female, 2+ Races (NH),MN,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,1,1,0,1,1,1,0,0,0,2,0,0,0,2,37,Male, Black (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,41,Male, White (NH),AR,Time of Arrest,"('Marijuana',)",Marijuana,35-44
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,58,Male, Black (NH),LA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,0,1,2,1,1,1,1,1,1,1,2,2,2,1,30,Female, Hispanic,CA,Time of Arrest,"('Heroin',)",Heroin,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Male, Hispanic,-1,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,41,Male, Black (NH),NC,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,1,1,0,1,0,0,0,2,1,1,0,1,57,Male, 2+ Races (NH),PA,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,1,1,0,1,1,1,0,0,0,2,0,2,2,1,27,Male, Hispanic,TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,64,Male, Hispanic,AZ,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,0,1,0,0,0,2,1,1,0,1,2,2,0,1,49,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),DE,Time of Arrest,"('Heroin',)",Heroin,45-54
2,0,1,2,1,1,1,1,1,1,1,2,2,2,1,33,Male, 2+ Races (NH),PA,Time of Arrest,"('Heroin',)",Heroin,25-34
1,0,1,0,0,0,2,0,0,0,2,1,1,0,1,47,Male, Hispanic,TX,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),GA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,0,2,1,1,0,0,0,2,0,1,1,1,66,Male, White (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,64+
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,32,Female, White (NH),TX,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,40,Female, Black (NH),CA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,1,1,-1,1,1,1,0,0,0,2,2,2,1,1,51,Female, White (NH),ID,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,26,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,54,Female, Hispanic,LA,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,2,2,0,1,2,1,0,1,1,1,0,1,46,Male, White (NH),VA,Time of Arrest,"('Cocaine',)",Cocaine,45-54
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,39,Male, White (NH),TN,Past 30 days,"('Marijuana',)",Marijuana,35-44
